Name,x,y,normal,undiff,well_diff,Class
Tile 9328,45039.0,75280.0,0.002800806425511837,0.002824030816555023,0.9943751096725464,well_diff
Tile 9329,45039.0,75792.0,0.0033344828989356756,0.00333129009231925,0.9933342933654785,well_diff
Tile 9330,45039.0,76304.0,2.6340543627156876E-5,2.7233319997321814E-5,0.9999464750289917,well_diff
Tile 9332,45039.0,77328.0,3.533421888413102E-10,3.798755476847049E-10,1.0,well_diff
Tile 9334,45039.0,78352.0,1.1790204229589207E-12,1.2896430885006582E-12,1.0,well_diff
Tile 9335,45039.0,78864.0,1.9376661326885383E-14,2.1488178939118793E-14,1.0,well_diff
Tile 9340,45039.0,81424.0,6.336792895966781E-11,6.907618921303538E-11,1.0,well_diff
Tile 9343,45039.0,82960.0,0.015043308027088642,0.007478067185729742,0.9774786233901978,well_diff
Tile 9352,45039.0,87568.0,4.826664531708038E-19,5.501657353236262E-19,1.0,well_diff
Tile 9354,45039.0,88592.0,9.990302487494773E-7,1.0431814416733687E-6,0.9999979734420776,well_diff
Tile 9355,45039.0,89104.0,4.688566583685703E-17,5.300352011707882E-17,1.0,well_diff
Tile 9362,45039.0,92688.0,0.0013936093309894204,0.0014035508502274752,0.9972028732299805,well_diff
Tile 9363,45039.0,93200.0,4.339547655680259E-14,4.745904597048753E-14,1.0,well_diff
Tile 9364,45039.0,93712.0,1.2810314441169535E-11,1.3797908995916153E-11,1.0,well_diff
Tile 9368,45039.0,95760.0,5.580544238910079E-4,5.656612338498235E-4,0.9988762736320496,well_diff
Tile 9369,45039.0,96272.0,9.807344213186298E-6,1.0090197065437678E-5,0.999980092048645,well_diff
Tile 9377,45552.0,4624.0,5.003976399908794E-12,5.417704045801441E-12,1.0,well_diff
Tile 9378,45552.0,5136.0,2.7203428398792084E-10,2.8759411518919364E-10,1.0,well_diff
Tile 9379,45552.0,5648.0,4.422779417007083E-12,4.679920947298077E-12,1.0,well_diff
Tile 9380,45552.0,6160.0,6.708636467525619E-13,7.328429855145424E-13,1.0,well_diff
Tile 9381,45552.0,6672.0,6.770794129806745E-7,7.00827001764992E-7,0.9999985694885254,well_diff
Tile 9382,45552.0,7184.0,6.068744085041544E-8,6.40024424569674E-8,0.9999997615814209,well_diff
Tile 9383,45552.0,7696.0,2.4735479642193706E-14,2.7265760179154275E-14,1.0,well_diff
Tile 9384,45552.0,8208.0,5.867420441063587E-6,6.157953066576738E-6,0.9999879598617554,well_diff
Tile 9392,45552.0,14352.0,1.1411889317969326E-5,1.1702384654199705E-5,0.9999768733978271,well_diff
Tile 9394,45552.0,15376.0,1.1884583757653527E-15,1.3015967782883464E-15,1.0,well_diff
Tile 9395,45552.0,15888.0,4.8256123541534635E-9,4.995802438401142E-9,1.0,well_diff
Tile 9396,45552.0,16400.0,8.812522760137664E-12,9.525047417469068E-12,1.0,well_diff
Tile 9401,45552.0,18960.0,1.1327183892717585E-4,1.1561601422727108E-4,0.9997711777687073,well_diff
Tile 9402,45552.0,19472.0,8.01939393113571E-7,8.674060723024013E-7,0.9999983310699463,well_diff
Tile 9403,45552.0,19984.0,0.001313155284151435,0.001340655260719359,0.9973461627960205,well_diff
Tile 9405,45552.0,21008.0,7.303170290740013E-10,7.833589887873416E-10,1.0,well_diff
